单词,English,Arabic
华丽（六级）,gorgeous,خلاب
华侨（六级）,overseas chinese,الصينيون المغتربون
化肥（六级）,fertilizer,سماد
化石（六级）,fossil,الأحفورة
化验（六级）,test,فحص
化妆（六级）,makeup,ماكياج
划分（六级）,divide,قسم
画蛇添足（六级）,superfluous,إضافة تفاصيل غير ضرورية
话筒（六级）,microphone,ميكروفون
欢乐（六级）,joy,مرح
还原（六级）,reduction,تخفيض
环节（六级）,link,الروابط
缓和（六级）,ease,يُسَهّل
患者（六级）,patient,مريض
荒凉（六级）,desolate,مقفر
荒谬（六级）,ridiculous,سخيف
荒唐（六级）,absurd,سخيف
皇帝（六级）,emperor,الإمبراطور
皇后（六级）,queen,ملكة
黄昏（六级）,dusk,الغسق
恍然大悟（六级）,suddenly realized,التنوير المفاجئ
晃（六级）,shake,هزة
挥霍（六级）,squander,مبذر
辉煌（六级）,brilliant,باهِر
回报（六级）,return,المكافآت
回避（六级）,avoid,يتجنب
回顾（六级）,review,مراجعة
回收（六级）,recycle,إعادة التدوير
悔恨（六级）,regret,الندم
毁灭（六级）,destroy,تدمير
汇报（六级）,report,تقرير
会晤（六级）,meet,مقابلة
贿赂（六级）,bribe,رشوة
昏迷（六级）,coma,غيبوبة
荤（六级）,meat,لحمة
浑身（六级）,all over,الجسم كله
混合（六级）,mix,مزج
混乱（六级）,chaos,ارتباك
混淆（六级）,confusion,التعتيم
混浊（六级）,cloudy,عكر
活该（六级）,deserve it,أنت تستحق ذلك
活力（六级）,vitality,حيوية
火箭（六级）,rocket,صاروخ
火焰（六级）,flame,لهب
火药（六级）,gunpowder,البارود
货币（六级）,currency,عملة
讥笑（六级）,ridicule,سخرية
饥饿（六级）,hunger,الجوع
机动（六级）,mobile,القدرة على المناورة
机构（六级）,institution,آلية
机灵（六级）,clever,ماهر
机密（六级）,confidential,مؤتمن
机械（六级）,machinery,ميكانيكي
机遇（六级）,opportunity,فرصة
机智（六级）,wit,بارع
基地（六级）,base,قاعدة
基金（六级）,fund,تمويل
基因（六级）,gene,جين
激发（六级）,excite,الإثارة
激励（六级）,incentive,الإثارة
激情（六级）,passion,عاطفة
及早（六级）,early,مبكر
吉祥（六级）,auspicious,ميمون
级别（六级）,level,مستوى
极端（六级）,extreme,أقصى
极限（六级）,limit,حد
即便（六级）,even if,حتى لو
即将（六级）,about to,قريباً
急功近利（六级）,quick success,نجاح سريع
急剧（六级）,sharp,حاد
急切（六级）,eager,مشتاق
急于求成（六级）,rush for success,تسرع
急躁（六级）,impatient,غير صبور
疾病（六级）,disease,مرض
集团（六级）,group,مجموعة
嫉妒（六级）,jealousy,حسد
籍贯（六级）,place of origin,المكان الأصلي
给予（六级）,give,يعطي
计较（六级）,care,احسب
记性（六级）,memory,ذاكرة
记载（六级）,record,سِجِلّ
纪要（六级）,summary,ملخص
技巧（六级）,skill,مهارة
忌讳（六级）,taboo,محرم
季度（六级）,quarter,ربع
季军（六级）,third place,الوصيف الثالث
迹象（六级）,sign,لافتة
继承（六级）,inherit,يرث
寄托（六级）,sustenance,القوت
寂静（六级）,silence,الصمت
加工（六级）,processing,يعالج
加剧（六级）,intensify,تفاقم
夹杂（六级）,inclusion,الإدماج
佳肴（六级）,delicacy,مطبخ
家常（六级）,homely,عائلي
家伙（六级）,guy,رجل
家属（六级）,family,المعالين
家喻户晓（六级）,household name,اسم مألوف
尖端（六级）,tip,المتطور والحديث
尖锐（六级）,sharp,حاد
坚定（六级）,firm,حازم
坚固（六级）,sturdy,قوي
坚韧（六级）,tough,المثابرة
坚实（六级）,solid,صلب
坚硬（六级）,hard,صعب
艰难（六级）,tough,صعب
监督（六级）,supervise,الإشراف
监视（六级）,monitor,يراقب
监狱（六级）,prison,سجن
煎（六级）,fry,زريعة
拣（六级）,pick,يختار
检讨（六级）,review,مراجعة
检验（六级）,test,امتحان
剪彩（六级）,ribbon cutting,قص الشريط
简化（六级）,simplify,تبسيط
简陋（六级）,humble,بسيط
简体字（六级）,simplified chinese,الصينية المبسطة
简要（六级）,briefly,مختصر
见多识广（六级）,well-informed,مطلع جيدا
见解（六级）,opinion,رأي
见闻（六级）,see and hear,معرفة
见义勇为（六级）,courage,التصرف بشجاعة
间谍（六级）,spy,جاسوس
间隔（六级）,interval,فاصلة
间接（六级）,indirectly,غير مباشر
剑（六级）,sword,سيف
健全（六级）,sound,صوت
舰艇（六级）,ship,السفن
践踏（六级）,trample,داس
溅（六级）,splash,دفقة
鉴别（六级）,identify,تعريف
鉴定（六级）,appraisal,تعريف
鉴于（六级）,given that,بشرط
将近（六级）,near,تقريبا
将就（六级）,accommodate,قريباً
将军（六级）,general,عام
僵硬（六级）,stiff,قاسٍ
奖励（六级）,reward,جائزة
奖赏（六级）,reward,المكافآت
桨（六级）,paddle,مجداف
降临（六级）,advent,مجيء المسيح
交叉（六级）,cross,يعبر
交代（六级）,account,المساءلة
交涉（六级）,negotiate,التفاوض
交易（六级）,transaction,تجارة
娇气（六级）,squeamish,شديد الحساسية
焦点（六级）,focus,ركز
焦急（六级）,anxious,قلق
角落（六级）,corner,ركن
侥幸（六级）,lucky,محظوظ
搅拌（六级）,stir,التحريك
缴纳（六级）,pay,قسط
较量（六级）,contest,منافسة
教养（六级）,upbringing,تعليم
阶层（六级）,class,فصل
皆（六级）,all,الجميع
接连（六级）,one after another,استمرار
揭露（六级）,expose,الإفصاح
节制（六级）,moderation,يتحكم
节奏（六级）,rhythm,إيقاع
杰出（六级）,outstanding,متميز
结晶（六级）,crystallization,بلورة
结局（六级）,ending,النهاية
结算（六级）,settlement,مستعمرة
截止（六级）,cut off,موعد التسليم
截至（六级）,up to,اعتبارا من
竭尽全力（六级）,do your best,افعل ما بوسعك
解除（六级）,lift,يطلق
解放（六级）,liberation,تحرير
解雇（六级）,dismiss,الفصل
解剖（六级）,anatomy,تشريح
解散（六级）,disband,الحل
解体（六级）,disintegrate,التفكك
戒备（六级）,alert,يُحذًِر
界限（六级）,boundary,حد
借鉴（六级）,learn from,مرجع
借助（六级）,with the help of,بمساعدة
金融（六级）,finance,تمويل
津津有味（六级）,with relish,نكهة
紧迫（六级）,urgent,عاجل
锦上添花（六级）,icing on the cake,الكرز على الكعكة
进而（六级）,further,وثم
进攻（六级）,attack,هجوم
进化（六级）,evolution,تطور
进展（六级）,progress,تقدم
近来（六级）,recently,حديثاً
晋升（六级）,promotion,ترقية
浸泡（六级）,soak,نقع
茎（六级）,stem,ينبع
经费（六级）,fund,التمويل
经纬（六级）,latitude and longitude,خط الطول وخط العرض
惊动（六级）,alarm,يزعج
惊奇（六级）,surprise,مفاجأة
惊讶（六级）,surprise,مفاجأة
兢兢业业（六级）,conscientious,العمل بجد
精打细算（六级）,budget carefully,كن مقتصدًا
精华（六级）,essence,جوهر
精简（六级）,streamline,تبسيط
精密（六级）,precision,دقة
精确（六级）,precise,دقيق
精通（六级）,proficient,كفء
精心（六级）,careful,بعناية
精益求精（六级）,excellence,السعي لتحقيق التميز
精致（六级）,delicate,رائع
井（六级）,well,حسنًا
颈椎（六级）,cervical spine,العمود الفقري العنقي
警告（六级）,warning,تحذير
警惕（六级）,vigilant,يُحذًِر
竞赛（六级）,competition,مسابقة
竞选（六级）,election,انتخاب
敬礼（六级）,salute,التحية
敬业（六级）,dedication,إخلاص
境界（六级）,realm,عالم
镜头（六级）,lens,العدسات
纠纷（六级）,dispute,ينازع
纠正（六级）,correct,صحيح
酒精（六级）,alcohol,الكحول
救济（六级）,relief,اِرتِياح
就近（六级）,nearby,قريب
就业（六级）,employment,توظيف
就职（六级）,take office,توظيف
拘留（六级）,detention,الاحتجاز
拘束（六级）,restraint,ضبط النفس
居民（六级）,resident,مقيم
居住（六级）,live,يعيش
鞠躬（六级）,bow,قَوس
局部（六级）,local,محلي
局面（六级）,situation,الموقف
局势（六级）,situation,الموقف
局限（六级）,limitation,القيود
咀嚼（六级）,chew,مضغ
沮丧（六级）,depressed,إحباط
举动（六级）,action,يتحرك
举世瞩目（六级）,world attention,جذب انتباه العالم
举足轻重（六级）,pivotal,صفقة كبيرة
剧本（六级）,script,نص
剧烈（六级）,violent,شديد
据悉（六级）,it is reported that,ويقال أن
聚精会神（六级）,concentrate,يركز
卷（六级）,volume,لفافة
决策（六级）,decision,صناعة القرار
觉悟（六级）,consciousness,الوعي
觉醒（六级）,wake up,الصحوة
绝望（六级）,despair,يأس
倔强（六级）,stubborn,عنيد
军队（六级）,army,جيش
君子（六级）,gentleman,رجل نبيل
卡通（六级）,cartoon,رسوم متحركة
开采（六级）,mining,التعدين
开除（六级）,expel,طرد
开阔（六级）,open,يفتح
开朗（六级）,cheerful,مبتهج
开明（六级）,enlightened,مستنير
开辟（六级）,open up,انفتح
开拓（六级）,open up,انفتح
开展（六级）,carry out,تطوير
开支（六级）,expenditure,النفقات
刊登（六级）,publish,نشر
刊物（六级）,publication,منشور
勘探（六级）,exploration,استكشاف
侃侃而谈（六级）,speak,تحدث بحرية
砍伐（六级）,logging,قطع
看待（六级）,look at,انظر الى
慷慨（六级）,generous,كريم
扛（六级）,carry,يحمل
抗议（六级）,protest,يعترض
考察（六级）,investigation,تحقيق
考古（六级）,archaeology,علم الآثار
考核（六级）,assessment,تقدير
考验（六级）,test,امتحان
靠拢（六级）,move closer,اقترب
科目（六级）,subject,الموضوع
磕（六级）,knock,طرق
可观（六级）,considerable,كبير
可口（六级）,delicious,حلو المذاق
可恶（六级）,hateful,بغيض
可行（六级）,feasible,ممكن
渴望（六级）,desire,مشتاق
克制（六级）,restraint,ضبط النفس
刻不容缓（六级）,urgent,لا يوجد وقت لنضيعه
客户（六级）,customer,عميل
课题（六级）,topic,مشاكل
恳切（六级）,sincerely,مخلص
啃（六级）,gnaw,يعض
坑（六级）,pit,حفرة
空洞（六级）,empty,أجوف
空前绝后（六级）,unprecedented,غير مسبوق
空想（六级）,fantasy,خيالي
